5.093454846099008115e+00 3.096804898326890765e+00 1.661375394729411203e+00
2.425671647498914396e+00 9.432323576973784540e-01 3.130620748451475421e+00
3.381224182835419256e+00 3.843423724838315181e+00 9.490811448651053084e+00
2.750864862017396106e+00 2.765131583766029966e+00 8.911661230065631045e+00
-1.852249858999903687e-01 3.697316525532019948e+00 3.703595607049056659e-01
4.976912782366779808e+00 3.537273736973382654e+00 2.889607595357269965e+00
1.687197994056290673e+00 6.313301445151801694e+00 -1.349161864483258588e+00
2.670538058464056341e+00 2.158942132583773876e+00 1.138245275701285664e+01
3.310746486219636964e+00 1.449950672228841775e+00 4.917769103840839762e+00
3.347188460195759774e+00 2.591471254087440279e+00 7.615745421752261990e+00
2.516275259688769861e+00 1.908005110662346127e+00 7.188734872827113875e+00
1.137738024676251403e+00 4.553422714926758097e+00 2.613767512401689697e+00
2.054528199596337146e+00 4.369951867170160043e+00 2.506814476106483447e+00
1.833871037551570993e-01 -6.667201788492889136e-01 -1.652196019572162777e+00
1.266726227124114645e+00 4.078001289008740926e+00 3.371774781707829405e+00
2.102569443145506867e+00 1.994551641107160656e+00 6.481031288127477197e+00
4.913980442065422949e+00 3.040916424484872316e+00 2.019964859659631351e+00
1.139436146661913840e+00 6.303525211633487224e-01 -2.375008999764312012e+00
3.747781114934887192e+00 4.601811105724674000e+00 1.461787799124336207e+00
9.793247334768593326e-01 1.795472670732999099e+00 -1.666079473185515969e+00
5.105697352761073837e+00 2.784878520106884192e+00 -1.367590141617932353e+00
2.283611121266836186e+00 3.810720520259330613e+00 8.909038178648549078e+00
3.367865132026493846e+00 6.041839927153397127e+00 4.570173155690502309e-01
1.456226181307877843e+00 6.267878273711853687e+00 2.221684086046396001e+00
4.057756412676811308e+00 3.352561957973792861e+00 7.375094440523922934e+00
4.682914502947987501e+00 7.144692140618324139e+00 -1.771850520800206219e+00
2.203016553636866881e+00 5.148754698138613861e+00 2.045290286193636398e+00
2.705766889815270915e+00 7.331700334914386552e+00 -7.855071416221104386e-01
5.403649546915232804e+00 1.493471372494038718e+00 1.228681431561315707e+00
3.204063322492755717e+00 6.836393171497604726e+00 -9.514723828318156773e-01
3.100833607492487154e+00 6.635172053651011481e+00 6.262156347990224248e-01
2.814454061162771303e+00 2.948473261628518305e+00 9.386028697362768014e+00
8.427645861424426954e+00 5.758714077986609503e+00 -7.222524481700404175e-01
4.167839645397909187e+00 5.579569196193725489e+00 1.253008894172704890e+00
4.075398381924225433e+00 4.048566154515722104e+00 7.444962851748618604e+00
3.705027416944588925e+00 6.743738824417233602e-02 -1.649645583419717121e-01
3.672490633140686800e+00 2.926138802822334295e+00 7.439483869973458674e+00
4.282191847914742056e+00 5.250532960414853179e+00 -2.247051543897843118e+00
3.209677578353302252e+00 5.601130566465337246e+00 1.878226682659576152e+00
1.221342357218687447e+00 2.214335661129997135e+00 -5.085657931697600276e-01
2.170950244849777278e+00 3.814199595608257720e+00 5.690796322388989026e+00
3.869394509136353744e+00 5.628145175122005739e+00 -5.545806383035849496e-01
2.664982461244597367e+00 3.876483330252860071e+00 6.963362813281489316e+00
3.278369407525859369e+00 5.585532911000706591e+00 -8.680898688973917032e-01
2.747520069314977498e+00 3.988234473441665706e+00 6.996004617695605887e+00
1.131129731357655821e+00 4.356306437289116040e+00 2.153500735207620309e+00
3.429259680717879455e+00 4.902613496704600671e+00 3.587261409483620156e+00
4.027143035958509643e+00 5.365980415251397240e+00 -1.410058208823136372e+00
3.758001764943813328e+00 8.780681005822934537e+00 1.527059684130942951e+00
4.855096095356671526e+00 4.746962263218216016e+00 -9.427167825992148753e-01
2.958805891741810079e+00 4.006778796416593735e+00 1.124151826409329402e+01
4.692626502389278365e+00 6.868257363304461016e+00 1.376770509149162880e+00
-1.814854448432406286e+00 1.098899661877425160e+00 4.299035864794542583e-02
2.132237716619755474e+00 1.597926836519461880e+00 6.337238454642410090e+00
2.322711892928119859e+00 7.376031640046175397e+00 -2.468742990282033034e+00
4.843576959417918104e+00 5.894886521495140030e+00 1.253106054602155073e+00
3.813640977502148921e+00 1.046871183098855074e+00 8.677257072787238901e-01
4.466445326042177477e+00 6.155339438966732857e+00 -1.095706988395871662e+00
2.030933238842815847e+00 2.954002745409171737e+00 9.581866235580683622e+00
4.400473955630962664e+00 4.362778748471005663e+00 3.817053085675562674e+00
-7.171816407812325878e-02 3.282135200392134688e+00 -1.817911996055390000e+00
4.406562564366232060e-01 1.919245077386822373e+00 -3.637403393171754762e-01
2.349022284763236712e+00 1.708058969248536840e+00 3.406218144284716143e+00
1.668252490603686855e+00 3.083421292092015431e+00 6.816981050867539693e+00
4.614461860081154221e+00 4.424015909866143126e+00 4.977965071606664793e-01
4.528631019044697226e+00 4.252468278119620138e+00 3.622206634146125204e+00
1.122841446949792710e+00 3.180714326193412766e+00 1.060563417615336901e+00
2.794091178852978974e+00 2.750149787630991938e+00 1.055240161068927129e+01
1.680481615301681275e+00 4.983690821073836652e+00 -4.472225786566764727e-01
6.111452398934337893e+00 4.409296829571747622e+00 1.361535802979134457e+00
1.715248365139146802e+00 4.373949427191106132e+00 3.200166447804831726e+00
5.673718986003593479e+00 5.811475127937500318e+00 -1.098823790760121044e+00
1.575160151682141185e+00 2.896362161008113389e+00 6.532493990766093717e+00
2.867983479353990450e+00 5.552236184138720887e+00 7.349095594032079015e-02
2.275066278816161969e+00 1.091617982055359981e+00 2.516407665867033572e+00
-7.052852754370149135e-01 2.255995062633290082e+00 -1.661237522752043283e+00
4.872757392017269318e+00 3.987692094892195005e+00 2.939990784846591154e-01
3.657935507663927943e+00 1.481735801501606886e-01 -1.147820745563088662e+00
3.007242416681403352e+00 3.823231764766596541e+00 8.526936359438424873e+00
3.069883235905340513e+00 3.934273721121053669e+00 1.132455012596387434e+01
5.462038608660394701e+00 3.920881915349765823e+00 -9.624682402525761710e-03
4.121982494399388131e+00 7.223243121448819970e+00 -2.366789173877970054e+00
2.962860085021767897e+00 6.996553559028235725e+00 1.212663947021636712e+00
4.309512504344455763e+00 3.058928687002951730e+00 8.858814656319509595e+00
2.909768325141243395e+00 7.557707190375124284e+00 -3.720706489929503924e-02
1.320523562193071543e+00 1.421947479158407468e+00 2.730500921871014341e+00
3.094913152114754595e+00 5.988148069366456383e+00 3.226701954728642407e-01
3.996135227125345857e+00 3.823801176608026431e+00 6.413116665485168788e+00
6.041304569567390814e+00 8.611961666637572677e+00 1.715463721537230368e+00
4.936395282129435458e+00 5.638595682873032366e+00 2.335307125747108525e+00
-2.112482430727671279e-01 2.105307763423484246e+00 8.123707123631827842e-02
1.347374563815051163e+00 3.126878959420366311e+00 3.311432682321153287e+00
2.302976133573824136e+00 4.301042054943082782e+00 6.777158181431905071e+00
5.257120605475713582e+00 4.555949827664345086e-01 -8.335104081508543095e-01
2.172864480633060147e+00 2.849445134012345004e+00 8.302423439014624762e+00
4.272210614679520901e+00 4.967762447014615113e+00 2.158384320926156175e+00
3.517836601471913571e+00 5.681970552821579368e+00 2.315299282843989559e+00
1.580415066907814081e+00 -2.951579526530299091e-01 3.388659765503060584e+00
2.301959145617031410e+00 4.552450574602447730e+00 1.925012506722070249e+00
1.109119569134938699e+00 3.985929403023528828e+00 -1.393489572015518929e+00
2.236340893785612849e+00 3.314449435691368961e-02 3.047342566448043133e+00
4.356933215856986230e-01 -1.051160307086706602e+00 4.346235919836503037e-01
-2.285390058632579269e-01 7.826414958936180888e-01 -6.676541728865292846e-01
2.311032738363683059e+00 1.985054259783646025e+00 7.664726555808976549e+00
1.180563686181379301e+00 2.577477405970665103e-01 7.917747104672215319e-02
7.612072036017288212e+00 5.215277517042666844e+00 -1.475543382386207414e+00
2.701041355188846360e+00 4.809414715811269225e+00 1.762854452655783000e+00
